,day,title,type_meal,Portion,Calories,Carbs,Fat,Protein,Fiber,Meal,validador
703,116,Almonds,Snack,1.3,217,80,188,79,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
704,117,Orange-Vanilla Protein Smoothie,Breakfast,1.1,409,624,18,287,15,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/>Orange-Vanilla Protein Smoothie</a>",390.0
705,117,Tropical protein smoothie,Lunch,1.1,893,808,23,298,59,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
706,117,Peanut Butter & Carrots,Lunch,1.1,506,201,171,93,64,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>",482.0
707,117,Almond Butter Chicken Salad Lettuce Wrap,Dinner,1.1,960,233,161,604,50,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-chicken-salad-lettuce-wrap,1008886/>Almond Butter Chicken Salad Lettuce Wrap</a>",914.0
708,117,Corn Flakes,Snack,1.1,233,371,52,106,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
709,118,Banana oatmeal smoothie,Breakfast,1.0,708,944,184,500,121,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-oatmeal-smoothie,42556/>Banana oatmeal smoothie</a>",717.0
710,118,Tropical protein smoothie,Lunch,1.0,839,759,21,280,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
711,118,Almonds,Lunch,1.0,324,60,140,59,34,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
712,118,Gourmet Grilled Cheese,Dinner,1.0,905,263,243,319,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>",916.0
713,118,Peanut Butter & Celery,Snack,1.0,206,105,160,84,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",209.0
714,119,Tropical protein smoothie,Breakfast,1.0,409,740,21,273,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>",425.0
715,119,Tropical protein smoothie,Lunch,1.0,818,740,21,273,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
716,119,Peanut Butter & Celery,Lunch,1.0,402,103,156,82,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
717,119,BBQ Chicken Sandwich,Dinner,1.0,905,387,143,402,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
718,119,Easy Hard-Boiled Eggs,Dinner,1.0,138,3,46,60,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>",144.0
719,119,Apples and Almond Butter,Snack,1.0,280,299,174,69,74,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
720,119,Strawberries,Snack,1.0,44,106,3,9,27,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/>Strawberries</a>",46.0
721,120,Strawberry Banana Protein Shake,Breakfast,1.6,418,485,73,413,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-protein-shake,949310/>Strawberry Protein Shake</a>",257.0
722,120,Peanut butter and jelly,Lunch,1.6,1208,679,299,201,86,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",742.0
723,120,"Ground Turkey, Bean & Walnut Stir-Fry",Dinner,1.6,1019,148,314,452,57,"<a href=https://www.eatthismuch.com/recipe/nutrition/ground-turkey-bean-walnut-stir-fry,717737/>Ground Turkey, Bean & Walnut Stir-Fry</a>",626.0
724,120,Corn Flakes,Snack,1.6,361,574,81,164,14,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
725,121,"Blueberry, Banana, and Strawberry Smoothie",Breakfast,1.1,423,877,60,125,128,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-banana-and-strawberry-smoothie,933725/>Blueberry Banana Smoothie</a>",373.0
726,121,Ham & Cheese Sandwich,Lunch,1.1,681,288,156,207,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/>Ham and cheese sandwich</a>",600.0
727,121,Basic protein shake,Lunch,1.1,549,166,65,363,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
728,121,Prosciutto Sandwich with Spinach,Dinner,1.1,962,380,212,337,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/prosciutto-sandwich-with-spinach,412945/>Prosciutto Sandwich with Spinach</a>",848.0
729,121,Corn Flakes,Snack,1.1,251,400,56,114,10,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
730,121,Cheese slices,Snack,1.1,130,4,108,77,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",115.0
731,122,Peanut Butter Protein Oats,Breakfast,1.1,413,345,147,378,55,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
732,122,Turkey Sausage and Pesto Breakfast Sandwich,Lunch,1.1,549,282,132,109,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/>Turkey Sandwich</a>",518.0
733,122,Apples and Almond Butter,Lunch,1.1,617,329,192,76,81,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",582.0
734,122,Balsamic Chicken Salad,Dinner,1.1,574,73,154,314,21,"<a href=https://www.eatthismuch.com/recipe/nutrition/balsamic-chicken-salad,907054/>Balsamic Chicken Salad</a>",542.0
735,122,Toast with Tomato and Hummus,Dinner,1.1,390,245,74,94,64,"<a href=https://www.eatthismuch.com/recipe/nutrition/toast-with-tomato-and-hummus,906348/>Toast with Tomato and Hummus</a>",368.0
736,122,Tropical protein smoothie,Snack,1.1,450,815,23,301,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",425.0
737,123,Breakfast Oatmeal with Milk and Blueberries,Breakfast,1.4,488,807,136,181,120,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/>Breakfast Oatmeal with Milk and Blueberries</a>",361.0
738,123,Peanut butter and jelly,Lunch,1.4,1003,564,248,167,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",742.0
739,123,Easy Grilled Chicken Teriyaki,Dinner,1.4,1009,171,115,779,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
740,123,Roasted Green Beans with Fresh Garlic,Dinner,1.4,175,75,63,18,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/roasted-green-beans-with-fresh-garlic,45190/>Garlic green beans</a>",130.0
741,123,Corn Flakes,Snack,1.4,300,477,67,136,12,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
742,124,"Egg, Turkey, and Cheese Wrap",Breakfast,1.1,478,147,257,462,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/egg-turkey-and-cheese-wrap,948580/>Egg, Turkey, and Cheese Wrap</a>",431.0
743,124,Big Bad Bean Burrito,Lunch,1.1,541,342,132,84,125,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
744,124,Mango Strawberry Arugula Salad,Lunch,1.1,496,350,128,49,103,"<a href=https://www.eatthismuch.com/recipe/nutrition/mango-strawberry-arugula-salad,3069016/>Arugula Salad</a>",448.0
745,124,"""No Bun"" Chicken Burger",Dinner,1.1,1118,374,241,491,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/no-bun-chicken-burger,1012767/>""No Bun"" Chicken Burger</a>",1008.0
746,124,Corn Tuna Salad,Snack,1.1,279,191,70,383,26,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-tuna-salad,906535/>Corn Tuna Salad</a>",252.0
747,124,Oranges,Snack,1.1,68,170,2,13,34,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
748,125,Blueberry protein pudding,Breakfast,1.1,462,285,38,778,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-protein-pudding,386736/>Blueberry protein pudding</a>",432.0
749,125,Granola,Breakfast,1.1,148,161,72,44,27,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
750,125,Turkey Sausage and Pesto Breakfast Sandwich,Lunch,1.1,554,284,133,110,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/>Turkey Sandwich</a>",518.0
751,125,Basic protein shake,Lunch,1.1,517,157,62,342,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
752,125,Turkey Bacon BLT Sandwich,Dinner,1.1,1099,334,310,351,53,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>Turkey Bacon BLT Sandwich</a>",1028.0
753,125,Corn Flakes,Snack,1.1,237,377,53,108,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
754,126,Banana Peanut Butter Chia Pudding,Breakfast,0.9,305,254,193,121,65,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-peanut-butter-chia-pudding,337829/>Banana Peanut Butter Chia Pudding</a>",333.0
755,126,"Roast Beef, Arugula and Shaved Parmesan on a Baguette",Lunch,0.9,718,468,90,223,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-arugula-and-shaved-parmesan-on-a-baguet,920493/>Roast Beef, Arugula and Shaved Parmesan on a Baguette</a>",784.0
756,126,Hasselback Chicken,Dinner,0.9,1308,35,365,740,6,"<a href=https://www.eatthismuch.com/recipe/nutrition/hasselback-chicken,717886/>Spinach and Ricotta Hasselback Chicken</a>",1428.0
757,126,Baked Sweet Potato Fries,Dinner,0.9,245,244,21,20,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-sweet-potato-fries,936932/>Baked Sweet Potato Fries</a>",268.0
758,126,Vanilla Banana Milkshake,Snack,0.9,333,559,81,119,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/>Vanilla Banana Milkshake</a>",364.0
759,126,Tomato Salad,Snack,0.9,70,140,6,29,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/tomato-salad,33940/>Tomato Salad</a>",77.0
760,127,Microwave Peanut Butter Protein Oats,Breakfast,1.3,392,459,128,271,74,"<a href=https://www.eatthismuch.com/recipe/nutrition/microwave-peanut-butter-protein-oats,1016932/>Microwave Peanut Butter Protein Oats</a>",312.0
761,127,Vegan Breakfast Potatoes,Breakfast,1.3,230,346,90,41,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/vegan-breakfast-potatoes,906699/>Vegan Breakfast Potatoes</a>",183.0
762,127,Cottage Cheese Tuna Salad,Lunch,1.3,810,112,57,766,17,"<a href=https://www.eatthismuch.com/recipe/nutrition/cottage-cheese-tuna-salad,905544/>Tuna salad sandwich</a>",644.0
763,127,Gourmet Grilled Cheese,Dinner,1.3,1153,336,309,406,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>",916.0
764,127,Tuna Avocado Salad,Snack,1.3,156,49,75,191,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-avocado-salad,924619/>Tuna Avocado Salad</a>",124.0
765,127,Almond Butter & Celery,Snack,1.3,273,123,226,95,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/almond-butter-celery,253960/>Almond Butter & Celery</a>",217.0
766,128,Corn Flakes,Breakfast,1.2,269,428,60,122,10,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
767,128,Easy To Peel Hard-Boiled Eggs,Breakfast,1.2,174,8,115,153,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-to-peel-hard-boiled-eggs,39296/>Easy To Peel Hard-Boiled Eggs</a>",144.0
768,128,Big Bad Bean Burrito,Lunch,1.2,592,375,144,92,137,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
769,128,Peanut Butter & Celery,Lunch,1.2,507,129,196,104,55,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
770,128,Easy Cheesy Mixed Vegetables,Dinner,1.2,1134,316,174,672,100,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/>Easy Cheesy Mixed Vegetables</a>",934.0
771,128,Basic protein shake,Snack,1.2,293,178,70,388,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
772,129,Banana Oat and Peanut Butter Muffin,Breakfast,1.0,411,633,140,141,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-oat-and-peanut-butter-muffin,950258/>Banana Oat and Peanut Butter Muffin</a>",410.0
773,129,Tuna Stuffed Tomato,Lunch,1.0,479,99,45,412,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-tomato,412998/>Tuna Stuffed Tomato</a>",478.0
774,129,Lemon Avocado Salad,Lunch,1.0,670,200,297,46,142,"<a href=https://www.eatthismuch.com/recipe/nutrition/lemon-avocado-salad,905511/>Lemon Avocado Salad</a>",668.0
775,129,Keto Chicken Parmesan Patties,Dinner,1.0,813,39,228,440,8,"<a href=https://www.eatthismuch.com/recipe/nutrition/keto-chicken-parmesan-patties,3064090/>Chicken Parmesan</a>",810.0
776,129,Easy Hard-Boiled Eggs,Dinner,1.0,144,4,48,63,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>",144.0
777,129,Roast Beef and Cheddar Sandwich,Snack,1.0,451,255,198,414,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/>Roast Beef and Cheddar Sandwich</a>",450.0
778,130,Bacon and Cheddar Grilled Cheese,Breakfast,1.2,500,306,307,247,24,"<a href=https://www.eatthismuch.com/recipe/nutrition/bacon-and-cheddar-grilled-cheese,927340/>Bacon and Cheddar Grilled Cheese</a>",411.0
779,130,Tuna Stuffed Pepper,Lunch,1.2,516,150,34,427,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-pepper,1467007/>Tuna Stuffed Pepper</a>",424.0
780,130,Almonds,Lunch,1.2,399,74,172,73,42,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
781,130,Chicken Kabobs,Dinner,1.2,693,405,45,344,34,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-kabobs,33494/>Chicken Kabobs</a>",570.0
782,130,Steamed Broccoli with Olive Oil and Parmesan,Dinner,1.2,460,141,164,104,53,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-olive-oil-and-parmesan,45106/>Steamed Broccoli with Olive Oil and Parmesan</a>",378.0
783,130,Turkey Sausage and Pesto Breakfast Sandwich,Snack,1.2,315,323,152,125,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/>Turkey Sandwich</a>",259.0
784,130,Cheese slices,Snack,1.2,139,4,116,82,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",115.0
785,131,Ham and Egg Scramble,Breakfast,1.3,384,72,213,382,7,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-egg-scramble,928005/>Ham and Egg Scramble</a>",291.0
786,131,Nonfat yogurt,Breakfast,1.3,180,248,5,184,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/>Nonfat yogurt</a>",137.0
787,131,Peach and Strawberry Smoothie,Lunch,1.3,169,398,5,26,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/peach-and-strawberry-smoothie,412941/>Strawberry Smoothie</a>",128.0
788,131,Peanut Butter & Celery,Lunch,1.3,275,141,213,113,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",209.0
789,131,Peanut Butter & Celery,Lunch,1.3,551,141,213,113,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
790,131,Pasta la Checca,Dinner,1.3,475,644,194,117,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-la-checca,45109/>Pasta la Checca</a>",360.0
791,131,Barbecue tuna sandwich,Snack,1.3,950,588,58,477,27,"<a href=https://www.eatthismuch.com/recipe/nutrition/barbecue-tuna-sandwich,37612/>Barbecue tuna sandwich</a>",720.0
